"","c.0.269561161308676..0.936907672843465..0.332509668279941..0.653552639094966..","c.0.662382578532082..0.356595941673853..0.0108336732761515..0.0918978510145079..","c.0.385640285825174..0.854774711709528..0.0414853275216212..0.811810654948914..","c.0.906998898948852..0.157810764276673..0.873834954075623..0.413618927703555..","c.0.0333991570276495..0.692755923407445..0.290868362922953..0.244421394354487.."
"1",0.269561161308676,0.662382578532082,0.385640285825174,0.906998898948852,0.0333991570276495
"2",0.936907672843465,0.356595941673853,0.854774711709528,0.157810764276673,0.692755923407445
"3",0.332509668279941,0.0108336732761515,0.0414853275216212,0.873834954075623,0.290868362922953
"4",0.653552639094966,0.0918978510145079,0.811810654948914,0.413618927703555,0.244421394354487
"5",0.0353986153138056,0.189341715663326,0.86187281118533,0.599069432528091,0.397600720978562
"6",0.444590875118438,0.66234893268671,0.458920785660552,0.0588394992587237,0.965995309254782
"7",0.0885286822988029,0.1712675612234,0.262825289113696,0.302188122780134,0.142500752311224
"8",0.453898268960272,0.625205971180082,0.0101461125257858,0.606975442546732,0.724337578962555
"9",0.12359316793166,0.499159429964704,0.867974325774684,0.577010389201937,0.374880397299803
"10",0.345800466901572,0.920606233836929,0.593138996068529,0.183223385653961,0.0047768265797013
"11",0.493973300082804,0.0988087102546993,0.0569765125071819,0.0301361514817084,0.749724634154235
"12",0.900012993793869,0.328081330491886,0.105607025563358,0.364847670144171,0.961429741707419
"13",0.746688917096275,0.0698145217263974,0.127349674710004,0.891468779071694,0.603067411163251
"14",0.209873427873232,0.0773480673480857,0.484808744148207,0.539643890933641,0.629490968262455
"15",0.369252373375661,0.207271924991881,0.113733483936657,0.0073929951678837,0.095219982387613
"16",0.087339200113722,0.0155911693807339,0.277456291967249,0.556331432169601,0.85067527148315
"17",0.0338661716632591,0.737319993321462,0.122049915433754,0.338017893729472,0.356839211411805
"18",0.20577998649439,0.122768684023129,0.0958077074519702,0.545377174687362,0.0554788601035395
"19",0.529720524602338,0.93767820672364,0.588591651948516,0.0213232898349072,0.328604160639504
"20",0.9252817795107,0.26985560992486,0.451589829436617,0.986646193134041,0.718235283442079
"21",0.0504262908890179,0.498685455612429,0.0378352480161444,0.270913874317084,0.321427966113757
"22",0.753978762712029,0.144506916130947,0.26447655619051,0.323644178902513,0.251894043598858
"23",0.883474853742898,0.87141921682521,0.414658540671534,0.835473227278529,0.0977008081253905
"24",0.898636537184511,0.502580960204797,0.472103450259983,0.899492136383824,0.00266893153031173
"25",0.539496377026025,0.454679970139297,0.725173634251404,0.0240880684908098,0.890541909915726
"26",0.216140388788532,0.104772995550573,0.426036911843813,0.671506287611058,0.902816970467744
"27",0.0696433659366318,0.19188744683817,0.378674714271681,0.9679959439287,0.297164230452866
"28",0.475617072688208,0.409272123327309,0.938959768960098,0.57250300202025,0.0319960290670428
"29",0.0502893919894366,0.0155072693532957,0.148881211188131,0.0358366454854758,0.749729682077415
"30",0.541822678762943,0.483626686720058,0.249736305529913,0.0569504938280524,0.605058285695772
"31",0.046534160085584,0.114301861869753,0.206169485432185,0.235099917241914,0.104207029461381
"32",0.637725269279478,0.318363296141306,0.360078818337281,0.363605262482541,0.485533186746912
"33",0.181569175725465,0.621289764962974,0.189907489843913,0.234079618288934,0.884631181901118
"34",0.22179427646337,0.63052705846668,0.266859174224325,0.966717399496637,0.20900348126269
"35",0.935895383501882,0.377637173259921,0.710300762186903,0.468103436066363,0.669275580303464
"36",0.432717385428829,0.109115889882515,0.674586777318589,0.193584983145405,0.741189302185238
"37",0.275844995881307,0.0532249022839597,0.0538495548564023,0.437949265286217,0.67650396846852
"38",0.924029409300815,0.596818581372607,0.0148191086831171,0.0699984691988257,0.633991425272838
"39",0.112160613521963,0.237452373071519,0.251907118157421,0.21297749542639,0.295735033656983
"40",0.527107334039122,0.790576245733492,0.0828715807778675,0.0223989738634638,0.542255413806254
"41",0.597675734235798,0.257174460468701,0.0174886877782615,0.0226425697406261,0.036169261794502
"42",0.027221617982888,0.0324540200650452,0.2695915668016,0.0350442782885854,0.139850930271831
"43",0.0387842098424203,0.393821654114315,0.0830449945827054,0.484274178379234,0.138085159922519
"44",0.0433113886796474,0.506960153442854,0.158893493747417,0.154912532344066,0.682417480945161
"45",0.0572952049472013,0.239994117394392,0.284108638943693,0.229596213000288,0.192940898757072
"46",0.0850551530448111,0.040096193333653,0.90654315631803,0.190642969320947,0.191353307078817
"47",0.00103664996656786,0.85243224684597,0.500297663637185,0.209185778878758,0.0882178043719803
"48",0.920061957955728,0.266995188129937,0.109717429180549,0.516623224240587,0.0181336723383606
"49",0.441967487687608,0.33584112360186,0.521115527913805,0.123648540997665,0.904576460602881
"50",0.422879528844893,0.425918508719715,0.117049374032705,0.258513953129029,0.246477427723207
"51",0.868209235757826,0.808697897354152,0.116238711699974,0.694212908233229,0.559329895695674
"52",0.49177356025874,0.0371670146823247,0.0360352016737652,0.187689034646817,0.759218336307384
"53",0.161075643998831,0.0899626924415557,0.749847966205166,0.274292490794484,0.270525271694706
"54",0.142883349958989,0.0784759490831537,0.0537112119012055,0.00155018992342754,0.834192595386824
"55",0.0469723148727212,0.327125710972629,0.719455100146753,0.0193425098520812,0.643624312895312
"56",0.630968864634906,0.694949884193978,0.259098887963557,0.852586105003739,0.0550236385317969
"57",0.482267275421935,0.55386811844094,0.00409344902831899,0.0705738860543552,0.772204133102001
"58",0.385968056158583,0.362184673476296,0.639892013630752,0.33681586934032,0.153701196660816
"59",0.794847946733614,0.642087959738366,0.472924938022744,0.34098986701073,0.250558724390898
"60",0.59034784208088,0.174766394537159,0.556901457325738,0.0126902596185922,0.533762590181983
"61",0.0204283037299819,0.0655421652208011,0.00424401874542649,0.809051226141099,0.340474247165015
"62",0.046950013644013,0.0343167607361806,0.288767207404932,0.169891228590161,0.0306023290414841
"63",0.0153587130183634,0.0499982617850063,0.178223687165982,0.806573357130315,0.14860448338379
"64",0.589358222049583,0.274904103144972,0.406597888484094,0.0872103009341269,0.602359067268664
"65",0.0602430283646192,0.287604859430089,0.626379791604412,0.0488337693907886,0.08888209036047
"66",0.0801589356548852,0.429674754222367,0.0845510747907374,0.542039930683565,0.2078126978717
"67",0.0565675005363854,0.124790825397549,0.0814214657888981,0.171622686646788,0.437586509842722
"68",0.0714844680949656,0.0885487254257432,0.292036243215655,0.965449814433057,0.669451333438737
"69",0.00344003329845793,0.00453259415076345,0.863215650845578,0.282909043402164,0.49898192993626
"70",0.361144148743944,0.280450494960915,0.267335393340144,0.0221985970249334,0.491681154661478
"71",0.226401879195175,0.530140016282641,0.372905914059335,0.0141752865645216,0.321634003517825
"72",0.595514587224993,0.545633183275429,0.42438422395046,0.310768443400444,0.319102410510094
"73",0.961246464913228,0.298804468888387,0.321394533702726,0.196124074482767,0.7089171831492
"74",0.919584764169122,0.188003760232669,0.658854145674968,0.693200639859377,0.169223720183862
"75",0.0717152430156898,0.0173792939394851,0.252020677765456,0.222011557129837,0.102327375421932
"76",0.100872588761694,0.344677059900221,0.0917271364886127,0.5415314990068,0.257301767552904
"77",0.440934772702866,0.038587228616136,0.258690062534933,0.116373508941126,0.445377587305409
"78",0.42613763975967,0.785956971464792,0.267983975784001,0.7476307760395,0.0859835588189608
"79",0.32005413770164,0.0152786768842717,0.195027538903461,0.00714968980745058,0.858499017719838
"80",0.00710414911477573,0.402646393338603,0.961074223774565,0.115804123740375,0.173038619639013
"81",0.786946180407479,0.451661239153844,0.112819497083748,0.0272955398780011,0.602492988555587
"82",0.746226047237102,0.0776980266287515,0.0698868035650548,0.336642510386882,0.408500787704632
"83",0.196203731406666,0.036795907048374,0.0149289731156124,0.707178097335418,0.191563475075043
"84",0.447930975261217,0.341297911137505,0.460932718890964,0.721354298980227,0.0446839288083245
"85",0.545563300017419,0.337412279023821,0.949172119545795,0.00488573029409001,0.621804504883513
"86",0.712295676573329,0.377471200783631,0.111295031416997,0.0891669959712722,0.610588209028335
"87",0.0522103727469957,0.0452048267129094,0.445895178390137,0.616583355454658,0.341833658656948
"88",0.00526942329972579,0.533064448887017,0.119528408240754,0.598083504503758,0.219466697928895
"89",0.0833553007121937,0.164227489979004,0.309517502125432,0.274967534282652,0.395541907461181
"90",0.139781330656715,0.578196285924579,0.028303723569338,0.643991299062138,0.568030057171268
"91",0.102823091310902,0.484058243465871,0.357342155971393,0.302978593253187,0.0506924444053425
"92",0.415622495676275,0.761028769310228,0.899801596749961,0.0299111192887558,0.89238350342402
"93",0.425201338156983,0.533356227816931,0.0184985957029859,0.109135769445037,0.29499159380372
"94",0.891511633901545,0.0544953682890073,0.550859137515893,0.6078468880266,0.442869591685478
"95",0.0174498103343061,0.0954178576813929,0.142254946862198,0.343570033459831,0.337318221150344
"96",0.488204934043402,0.0551552162903853,0.0971917067897984,0.470501414961659,0.539216739744902
"97",0.317366322543176,0.387405470461685,0.0740078632466776,0.509725649636225,0.0625969465819292
"98",0.450771924141955,0.0577365427659881,0.396699563912743,0.278995921009787,0.00156716986524616
"99",0.86686671364209,0.123522016637782,0.0183508969357109,0.829280505852717,0.391305219308582
"100",0.314529075615956,0.537125482664942,0.177479683181698,0.37656286776238,0.507306259189304
"101",0.0247066527653606,0.0375611377839246,0.238339420289216,0.764655094566533,0.606142911555524
"102",0.137925706143576,0.415102386867434,0.0881977066543786,0.133591694957915,0.330981701676778
"103",0.00664374403673449,0.295584215993733,0.134878565936212,0.0713045194188368,0.86228271658608
"104",0.0439919192007664,0.133095903109507,0.557368246702681,0.717668982322128,0.806849769877821
"105",0.0849972704042355,0.630170313927042,0.41559234889128,0.267036353275675,0.613866775402876
"106",0.365862112208116,0.0619605050055402,0.794298080643425,0.0977709282728785,0.0958349859413309
"107",0.238189444459583,0.20996971092685,0.495202929927555,0.0225256328746775,0.25220663828107
"108",0.879306666212959,0.0658903833820951,0.764337076224051,0.27159109600946,0.208789451854637
"109",0.587053660566567,0.131068355397512,0.00793225185985037,0.410645266220179,0.00776190440507115
"110",0.497960226314357,0.65154734178407,0.382369517662115,0.427326483902512,0.338152409991512
"111",0.43695288586912,0.16522214983977,0.660097567221384,0.951935190332257,0.922574367273745
"112",0.736500887184275,0.783931816379046,0.0198777188400729,0.555665256506715,0.0576316405698506
"113",0.210662906922908,0.592506246237393,0.382917850523832,0.0122860752412252,0.275884611915773
"114",0.0610777665763767,0.142441919453475,0.0906434241116067,0.641601869468449,0.11521152285579
"115",0.103558137701462,0.215488382038703,0.00903541487326777,0.169956896504411,0.137778913669799
"116",0.479179641192529,0.306029837813153,0.112695754569754,0.588743531187164,0.0230011833951077
"117",0.171648958923242,0.88136514445391,0.811544954960333,0.538721917412761,0.946495998506824
"118",0.823612811595514,0.0746532866077557,0.100964124171748,0.179601360841028,0.272732924300629
"119",0.36366992103567,0.0208353892117921,0.00670063951337676,0.185702470892874,0.578456918322563
"120",0.144894479675139,0.34448207204051,0.964755433651166,0.986687153173609,0.363775028086878
"121",0.00730676999809,0.438125947188582,0.79531421313296,0.492820071774419,0.192026175370457
"122",0.526383943104682,0.614071030168366,0.998408118520317,0.706863287169602,0.0646289484598341
"123",0.310203094940143,0.102370186173387,0.673504520755695,0.119361705257972,0.753486730888458
"124",0.103392135344734,0.427282649204938,0.543015126229456,0.0119002251662459,0.331262824211872
"125",0.819802223887035,0.947406239000125,0.699026744373434,0.100800177416009,0.118283065057682
"126",0.418413849980326,0.402306693589105,0.549523915519289,0.202062851683448,0.0737179839338727
"127",0.246015798007685,0.216092321909003,0.478147773536025,0.0425869940179817,0.251993463886724
"128",0.0841011242901459,0.188335027739957,0.306594419404834,0.676288584723367,0.436321616737473
"129",0.0283156832587606,0.219952488286771,0.395785879711489,0.0107107167926561,0.177974932527455
"130",0.209428097358534,0.546900372461961,0.459278813704742,0.182359587995762,0.401305002003635
"131",0.444729232797411,0.00185075614581608,0.477296035396763,0.474774063205512,0.220457143379776
"132",0.476894657570486,0.422467086425876,0.00662478329178789,0.901897380774123,0.997816818442458
"133",0.170274436628689,0.677161606785128,0.671765215975139,0.383014095116242,0.0829556234808861
"134",0.384742378111211,0.167950767377071,0.571548211367022,0.154079600850876,0.458705104629834
"135",0.407593441839771,0.985793597837492,0.383869810207417,0.526342354660428,0.70992845593815
"136",0.0156678451734911,0.410781339810753,0.0779834296815554,0.0217974448729233,0.0385814157967574
"137",0.0145407394287057,0.000909772052947358,0.0135904438957412,0.894637274934641,0.524585886459301
"138",0.717018602352341,0.520939813890259,0.52854555448442,0.361515731726165,0.40993779902649
"139",0.992824186643562,0.876789073608468,0.0832112875753957,0.734340410792121,0.328091922778171
"140",0.555907806505954,0.0179056774943201,0.39520398519356,0.850858339816767,0.303682280320214
"141",0.5630578140587,0.342047959587898,0.954388432144918,0.562515625927253,0.104728362641824
"142",0.564264751706996,0.0848088483054385,0.0885768204594317,0.324798321625814,0.178625544516866
"143",0.305617192069137,0.314273312810134,0.0443898352366752,0.328222517305311,0.0357267768590831
"144",0.897241887647425,0.746824646288608,0.0770700241854065,0.285962491007291,0.162157368585336
"145",0.224294638346762,0.705242633866071,0.0268155356495502,0.130389985951939,0.0877943513507653
"146",0.00389657657524503,0.259606238858226,0.0649265046835048,0.00672963027661843,0.21083323105483
"147",0.101860943479019,0.685142804739418,0.987940471739451,0.848134769003658,0.741992293459129
"148",0.187570147434964,0.307407489120667,0.288072072996841,0.924197943470542,0.955769634364699
"149",0.98246913574548,0.652401730383122,0.776896009557079,0.454711158556063,0.0444995172021623
"150",0.109831234469347,0.12220446197782,0.873980386200902,0.655586208942784,0.779773752633788
"151",0.538709980023386,0.697184315127334,0.27769645667092,0.401660541309889,0.497058452958435
"152",0.216161009814451,0.188403706506087,0.57803749994557,0.611000616387536,0.54528417402095
"153",0.92267725360587,0.170816435327219,0.0372564943287442,0.903397290187977,0.152152652592786
"154",0.292450107267482,0.0210501962680037,0.403509774208616,0.804048205051512,0.471129531756173
"155",0.512671796649514,0.340005717506615,0.707582422318604,0.987860124177169,0.496283521717204
"156",0.83084097753235,0.391059823524462,0.574933112744621,0.371689359133047,0.171529128846886
"157",0.274689595619451,0.826013929116607,0.0319219931654011,0.620326204965068,0.261309343282032
"158",0.954392770105403,0.891207101834915,0.587424897601338,0.879571940766024,0.0594689358584744
"159",0.302169321207815,0.091464394015442,0.494824085162283,0.623427385664039,0.411438096206182
"160",0.235562192114856,0.140251843765148,0.438883191284058,0.605706756032147,0.279693238618642
"161",0.969765039186037,0.716142607746062,0.42216641436144,0.771896051589403,0.677041315076093
"162",0.941198502426415,0.914983407718044,0.615986170257859,0.203770752127173,0.355681873871004
"163",0.181686173713464,0.258196766712336,0.578936328192209,0.449777853449607,0.95338249316213
"164",0.0850362026850822,0.797293873994915,0.878599518642022,0.268028862455974,0.219522692068716
"165",0.108434200594572,0.715138521777883,0.0529376740385758,0.328742463473239,0.0542496092741873
"166",0.277482362993904,0.703486880160507,0.554786529863946,0.562643034066791,0.692676599554766
"167",0.905240184232714,0.529308608635292,0.19002096468474,0.555488677049159,0.134490989624206
"168",0.165286243153337,0.487380012771281,0.782568856276541,0.301780969060953,0.548575414735611
"169",0.922543764446273,0.184101185864345,0.0325420648269334,0.818284428247663,0.697210819298125
"170",0.849257232544544,0.866762185483836,0.49064799945907,0.160974959598945,0.157311138462538
"171",0.629362309713023,0.436250210663668,0.289527416137696,0.0877279184294806,0.247468017494374
"172",0.782446878221397,0.182006689661302,0.564562683271672,0.810222107315684,0.253080967206488
"173",0.629422719323771,0.70504743155812,0.0414307009581297,0.116204355978129,0.365032383603653
"174",0.221277906599483,0.693092964011237,0.226529165564879,0.469763186417561,0.461378905395622
"175",0.373484303974169,0.801718415704217,0.535692952988249,0.105300471170602,0.838584852040679
"176",0.292328009872845,0.0080346787427744,0.0951608123681966,0.375302871101703,0.295790270548576
"177",0.68604426466188,0.116911269229504,0.306278929541313,0.514868991461404,0.360588640525149
"178",0.501244964369915,0.227115528878927,0.230288849996178,0.208591998788388,0.659155591641292
"179",0.0941057493307985,0.460142082625222,0.0787733363623955,0.709942727595303,0.490297044025782
"180",0.0463491645317821,0.234428006791588,0.15669528557125,0.30284315753601,0.456347246961848
"181",0.149818484380632,0.237463483616948,0.156241898345175,0.0683767051308642,0.119623531777872
"182",0.209308928816376,0.0726964236028198,0.84645030500755,0.0703284458206373,0.171845107953435
"183",0.0277506593112965,0.128451300691075,0.0433358948353901,0.134454164557909,0.063051836492416
"184",0.655703194130279,0.508795054345799,0.208763450141164,0.249095886432512,0.916381717910437
"185",0.591169979461087,0.935433761313264,0.0938581940066198,0.429187732327574,0.235569921173022
"186",0.883431674194165,0.0564540240248572,0.671035710225113,0.154685888431348,0.793664872610589
"187",0.0465840885666493,0.101943519655476,0.678075723355653,0.158245161810464,0.542591883641003
"188",0.581770696974279,0.851020290772155,0.0588728104570768,0.178781321581269,0.0771123059108489
"189",0.28358244179617,0.654862765170474,0.616022856845927,0.1608743129266,0.297170407135748
"190",0.0786108425243843,0.328342901680342,0.174584680846105,0.442993322001773,0.986130735280565
"191",0.411993807220749,0.238627721249206,0.338083113549396,0.549819399729143,0.995281258280573
"192",0.697541340642818,0.0764603232717032,0.470232531203649,0.783652119114785,0.908736483037621
"193",0.0450044904088978,0.0304508734600559,0.0361577586947315,0.56356853484838,0.0663421573997737
"194",0.0899747900404216,0.26528260298911,0.099157436897245,0.849938804439654,0.0418931681463446
"195",0.31589233037476,0.791905599502729,0.508487784710381,0.8084882186969,0.739830397375326
"196",0.933623983588854,0.287996861318203,0.277186644514106,0.719859294848168,0.0706531450427612
"197",0.280246687608173,0.0763714204188806,0.447197897883806,0.673458520043473,0.131984382818225
"198",0.374169830254084,0.302543202299331,0.669203654132335,0.149824167506332,0.0333749550642963
"199",0.0502030229721854,0.0931164303507007,0.371235680388727,0.385810155430994,0.827018293725649
"200",0.469922492066119,0.437488381289668,0.230722677137425,0.138383243883174,0.399461610911999
